resi_id,layanan,id_gudang,berat_paket,estimasi_hari,hari_pengiriman,metode_pembayaran
NST-2603-19309,Kargo,WH-SUB03,36.11,6,6,Kartu Kredit
NST-2603-19310,Reguler,WH-JKT01,12.28,5,5,Transfer Bank
NST-2603-19311,Express,WH-KNO04,4.83,1,2,COD
NST-2603-19312,Reguler,WH-SUB03,3.02,3,2,Transfer Bank
NST-2603-19313,Reguler,WH-SUB03,11.82,4,7,
NST-2603-19314,Reguler,WH-JKT01,10.48,5,8,Kartu Kredit
NST-2603-19315,Reguler,WH-SUB03,2.58,4,5,Transfer Bank
NST-2603-19316,Sameday,WH-UPG05,2.14,1,2,COD
NST-2603-19317,Reguler,WH-JKT01,9.44,3,6,COD
NST-2603-19318,Sameday,WH-UPG05,2.03,1,2,Transfer Bank
NST-2603-19319,Sameday,WH-JKT01,2.15,1,1,Kartu Kredit
NST-2603-19320,Sameday,WH-UPG05,2.39,1,1,E-Wallet
NST-2603-19321,Reguler,WH-JKT01,4.44,5,5,E-Wallet
NST-2603-19322,Sameday,WH-KNO04,2.31,1,1,Transfer Bank
NST-2603-19323,Reguler,WH-JKT01,12.47,5,7,Transfer Bank
NST-2603-19324,Reguler,WH-KNO04,3.94,5,8,E-Wallet
NST-2603-19325,Reguler,WH-BDO02,,5,7,Kartu Kredit
NST-2603-19326,Kargo,WH-BDO02,47.64,7,8,COD
NST-2603-19327,Reguler,WH-JKT01,3.95,3,5,E-Wallet
NST-2603-19328,Reguler,WH-KNO04,14.53,5,7,Kartu Kredit
NST-2603-19329,Reguler,WH-KNO04,5.88,3,5,E-Wallet
NST-2603-19330,Reguler,WH-SUB03,4.49,5,5,Kartu Kredit
NST-2603-19331,Reguler,WH-SUB03,12.32,3,5,E-Wallet
NST-2603-19332,Kargo,WH-UPG05,86.7,7,11,Kartu Kredit
NST-2603-19333,Reguler,WH-SUB03,4.3,5,8,Kartu Kredit
NST-2603-19334,Kargo,WH-JKT01,38.63,7,10,Kartu Kredit
NST-2603-19335,Express,WH-SUB03,1.01,2,2,COD
NST-2603-19336,Sameday,WH-SUB03,1.44,1,1,Kartu Kredit
NST-2603-19337,Reguler,WH-JKT01,13.93,5,6,E-Wallet
NST-2603-19338,Express,WH-JKT01,3.5,2,2,Kartu Kredit
NST-2603-19339,Reguler,WH-UPG05,3.47,3,4,Kartu Kredit
NST-2603-19340,Reguler,WH-KNO04,1.81,5,6,Transfer Bank
NST-2603-19341,Express,WH-SUB03,1.19,2,3,Kartu Kredit
NST-2603-19342,Express,WH-BDO02,3.48,1,2,Kartu Kredit
NST-2603-19343,Express,WH-KNO04,2.91,2,2,Transfer Bank
NST-2603-19344,Express,WH-JKT01,2.32,1,2,COD
NST-2603-19345,Reguler,WH-SUB03,12.29,4,6,Kartu Kredit
NST-2603-19346,Express,WH-UPG05,3.52,2,3,Transfer Bank
NST-2603-19347,Reguler,WH-BDO02,7.75,3,6,Kartu Kredit
NST-2603-19348,Reguler,WH-KNO04,14.77,5,4,COD
NST-2603-19349,Express,WH-SUB03,3.43,1,2,E-Wallet
NST-2603-19350,Sameday,WH-JKT01,1.16,1,2,Kartu Kredit
NST-2603-19351,Reguler,WH-KNO04,14.29,4,7,E-Wallet
NST-2603-19352,Reguler,WH-BDO02,4.19,5,8,Transfer Bank
NST-2603-19353,Reguler,WH-JKT01,4.02,3,4,Kartu Kredit
NST-2603-19354,Reguler,WH-BDO02,1.6,4,5,Transfer Bank
NST-2603-19355,Express,WH-SUB03,4.89,2,2,E-Wallet
NST-2603-19356,Express,WH-KNO04,1.03,1,2,Kartu Kredit
NST-2603-19357,Express,WH-UPG05,1.18,1,1,E-Wallet
NST-2603-19358,Kargo,WH-SUB03,57.78,7,12,Transfer Bank
NST-2603-19359,Reguler,WH-SUB03,5.9,3,5,COD
NST-2603-19360,Reguler,WH-UPG05,4.83,5,8,COD
NST-2603-19361,Reguler,WH-UPG05,9.6,5,4,COD
NST-2603-19362,Kargo,WH-JKT01,26.48,6,9,Transfer Bank
NST-2603-19363,Express,WH-BDO02,1.86,1,3,COD
NST-2603-19364,Express,WH-SUB03,4.75,2,2,Kartu Kredit
NST-2603-19365,Reguler,WH-JKT01,4.7,4,4,COD
NST-2603-19366,Reguler,WH-JKT01,9.39,4,4,E-Wallet
NST-2603-19367,Sameday,WH-SUB03,1.69,1,2,Kartu Kredit
NST-2603-19368,Reguler,WH-BDO02,10.25,3,5,E-Wallet
NST-2603-19369,Express,WH-UPG05,0.55,2,2,E-Wallet
NST-2603-19370,Reguler,WH-SUB03,14.0,3,6,E-Wallet
NST-2603-19371,Reguler,WH-BDO02,12.81,5,6,E-Wallet
NST-2603-19372,Express,WH-UPG05,3.99,2,4,Kartu Kredit
NST-2603-19373,Reguler,WH-KNO04,9.11,3,2,Transfer Bank
NST-2603-19374,Express,WH-SUB03,4.55,2,3,Kartu Kredit
NST-2603-19375,Express,WH-SUB03,4.89,1,3,COD
NST-2603-19376,Reguler,WH-BDO02,10.66,5,6,COD
NST-2603-19377,Express,WH-JKT01,4.42,2,2,Transfer Bank
NST-2603-19378,Reguler,WH-JKT01,5.35,5,4,COD
NST-2603-19379,Reguler,WH-BDO02,5.83,4,4,Kartu Kredit
NST-2603-19380,Express,WH-SUB03,1.73,2,3,COD
NST-2603-19381,Reguler,WH-SUB03,4.29,4,5,COD
NST-2603-19382,Reguler,WH-SUB03,9.66,4,5,E-Wallet
NST-2603-19383,Kargo,WH-KNO04,77.27,6,6,Kartu Kredit
NST-2603-19384,Reguler,WH-JKT01,11.1,4,6,E-Wallet
NST-2603-19385,Kargo,WH-KNO04,70.88,7,11,Transfer Bank
NST-2603-19386,Kargo,WH-SUB03,31.96,6,7,Kartu Kredit
NST-2603-19387,Reguler,WH-JKT01,5.3,3,5,E-Wallet
NST-2603-19388,Reguler,WH-SUB03,11.59,4,3,Kartu Kredit
NST-2603-19389,Reguler,WH-SUB03,4.32,4,4,COD
NST-2603-19390,Reguler,WH-BDO02,3.07,3,2,Transfer Bank
NST-2603-19391,Kargo,WH-JKT01,56.82,5,6,COD
NST-2603-19392,Express,WH-SUB03,0.77,2,4,COD
NST-2603-19393,Reguler,WH-UPG05,12.27,4,6,Kartu Kredit
NST-2603-19394,Express,WH-UPG05,,2,4,Transfer Bank
NST-2603-19395,Sameday,WH-SUB03,2.64,1,1,Kartu Kredit
NST-2603-19396,Reguler,WH-BDO02,13.56,5,4,COD
NST-2603-19397,Express,WH-SUB03,2.11,1,2,Transfer Bank
NST-2603-19398,Express,WH-UPG05,3.17,2,4,Transfer Bank
NST-2603-19399,Reguler,WH-JKT01,14.03,3,2,COD
NST-2603-19400,Reguler,WH-BDO02,3.17,5,4,Kartu Kredit
NST-2603-19401,Express,WH-SUB03,2.04,1,2,COD
NST-2603-19402,Reguler,WH-UPG05,1.35,3,2,COD
NST-2603-19403,Reguler,WH-JKT01,10.58,5,8,COD
NST-2603-19404,Express,WH-UPG05,2.88,2,3,Kartu Kredit
NST-2603-19405,Express,WH-BDO02,1.49,2,4,Transfer Bank
NST-2603-19406,Reguler,WH-KNO04,13.11,5,5,E-Wallet
NST-2603-19407,Reguler,WH-SUB03,5.46,4,5,COD
NST-2603-19408,Reguler,WH-JKT01,3.56,4,5,Transfer Bank
NST-2603-19409,Reguler,WH-BDO02,2.34,3,3,E-Wallet
NST-2603-19410,Reguler,WH-BDO02,14.8,5,8,Transfer Bank
NST-2603-19411,Reguler,WH-KNO04,,4,5,
NST-2603-19412,Reguler,WH-KNO04,12.22,3,6,
NST-2603-19413,Reguler,WH-SUB03,6.23,5,8,E-Wallet
NST-2603-19414,Reguler,WH-SUB03,6.63,3,5,E-Wallet
NST-2603-19415,Reguler,WH-BDO02,3.92,5,5,COD
NST-2603-19416,Reguler,WH-SUB03,8.72,3,3,E-Wallet
NST-2603-19417,Reguler,WH-SUB03,9.17,4,6,Kartu Kredit
NST-2603-19418,Kargo,WH-KNO04,58.53,7,7,Kartu Kredit
NST-2603-19419,Reguler,WH-BDO02,9.37,4,6,E-Wallet
NST-2603-19420,Express,WH-UPG05,4.28,1,1,Transfer Bank
NST-2603-19421,Kargo,WH-UPG05,92.28,5,8,COD
NST-2603-19422,Reguler,WH-JKT01,12.31,5,4,Transfer Bank
NST-2603-19423,Kargo,WH-KNO04,43.3,7,10,COD
NST-2603-19424,Reguler,WH-JKT01,10.07,5,8,COD
NST-2603-19425,Reguler,WH-BDO02,12.58,3,5,Kartu Kredit
NST-2603-19426,Reguler,WH-UPG05,9.09,3,5,COD
NST-2603-19427,Reguler,WH-UPG05,12.66,5,5,E-Wallet
NST-2603-19428,Reguler,WH-UPG05,4.86,3,2,COD
NST-2603-19429,Reguler,WH-JKT01,7.17,3,6,Kartu Kredit
NST-2603-19430,Express,WH-SUB03,2.77,2,2,Kartu Kredit
NST-2603-19431,Kargo,WH-JKT01,82.47,5,5,COD
NST-2603-19432,Reguler,WH-UPG05,5.02,3,6,COD
NST-2603-19433,Reguler,WH-KNO04,2.05,4,4,COD
NST-2603-19434,Reguler,WH-KNO04,5.49,4,3,Transfer Bank
NST-2603-19435,Reguler,WH-JKT01,,3,6,E-Wallet
NST-2603-19436,Express,WH-JKT01,0.93,1,3,COD
NST-2603-19437,Reguler,WH-BDO02,1.75,5,7,E-Wallet
NST-2603-19438,Reguler,WH-JKT01,5.95,5,8,Kartu Kredit
NST-2603-19439,Express,WH-JKT01,1.69,2,3,E-Wallet
NST-2603-19440,Kargo,WH-UPG05,63.83,7,7,COD
NST-2603-19441,Reguler,WH-SUB03,14.46,4,5,Kartu Kredit
NST-2603-19442,Reguler,WH-UPG05,8.61,5,5,COD
NST-2603-19443,Reguler,WH-SUB03,14.86,4,5,E-Wallet
NST-2603-19444,Reguler,WH-UPG05,,4,3,E-Wallet
NST-2603-19445,Reguler,WH-UPG05,9.98,3,5,Transfer Bank
NST-2603-19446,Reguler,WH-BDO02,4.55,3,4,E-Wallet
NST-2603-19447,Kargo,WH-SUB03,62.36,6,8,Kartu Kredit
NST-2603-19448,Reguler,WH-UPG05,,3,4,COD
NST-2603-19449,Reguler,WH-UPG05,1.38,3,3,E-Wallet
NST-2603-19450,Reguler,WH-SUB03,12.67,5,4,COD
NST-2603-19451,Reguler,WH-BDO02,9.18,4,3,Transfer Bank
NST-2603-19452,Express,WH-SUB03,3.32,2,3,COD
NST-2603-19453,Reguler,WH-BDO02,1.15,3,4,COD
NST-2603-19454,Reguler,WH-BDO02,12.76,3,3,E-Wallet
NST-2603-19455,Reguler,WH-KNO04,13.84,5,5,E-Wallet
NST-2603-19456,Reguler,WH-BDO02,6.53,3,5,COD
NST-2603-19457,Reguler,WH-KNO04,7.06,4,6,Transfer Bank
NST-2603-19458,Reguler,WH-JKT01,1.41,3,4,Kartu Kredit
NST-2603-19459,Reguler,WH-BDO02,1.29,4,7,Kartu Kredit
NST-2603-19460,Reguler,WH-SUB03,10.01,5,6,Kartu Kredit
NST-2603-19461,Reguler,WH-KNO04,6.99,5,7,Kartu Kredit
NST-2603-19462,Express,WH-JKT01,4.51,2,4,COD
NST-2603-19463,Express,WH-JKT01,3.08,1,2,COD
NST-2603-19464,Express,WH-BDO02,0.93,1,3,COD
NST-2603-19465,Kargo,WH-SUB03,59.0,7,9,COD
NST-2603-19466,Reguler,WH-BDO02,3.13,3,5,Transfer Bank
NST-2603-19467,Kargo,WH-UPG05,23.33,7,11,COD
NST-2603-19468,Reguler,WH-JKT01,13.17,3,4,COD
NST-2603-19469,Reguler,WH-UPG05,11.25,3,6,COD
NST-2603-19470,Reguler,WH-UPG05,9.29,4,3,E-Wallet
NST-2603-19471,Reguler,WH-KNO04,7.38,3,3,Kartu Kredit
NST-2603-19472,Sameday,WH-UPG05,1.74,1,2,E-Wallet
NST-2603-19473,Reguler,WH-JKT01,4.52,4,4,Transfer Bank
NST-2603-19474,Reguler,WH-JKT01,3.36,5,5,Transfer Bank
NST-2603-19475,Reguler,WH-SUB03,12.39,3,2,Kartu Kredit
NST-2603-19476,Reguler,WH-BDO02,2.83,5,4,Kartu Kredit
NST-2603-19477,Reguler,WH-SUB03,11.67,5,7,COD
NST-2603-19478,Reguler,WH-SUB03,7.79,3,3,Kartu Kredit
NST-2603-19479,Reguler,WH-BDO02,2.53,3,6,Transfer Bank
NST-2603-19480,Kargo,WH-JKT01,20.59,5,6,COD
NST-2603-19481,Reguler,WH-KNO04,2.37,5,5,Transfer Bank
NST-2603-19482,Reguler,WH-UPG05,14.7,4,5,E-Wallet
NST-2603-19483,Express,WH-KNO04,2.9,1,2,COD
NST-2603-19484,Sameday,WH-UPG05,1.02,1,1,COD
NST-2603-19485,Reguler,WH-BDO02,,4,4,E-Wallet
NST-2603-19486,Reguler,WH-BDO02,8.21,5,5,Transfer Bank
NST-2603-19487,Sameday,WH-SUB03,,1,2,Kartu Kredit
NST-2603-19488,Reguler,WH-BDO02,5.48,4,6,COD
NST-2603-19489,Reguler,WH-UPG05,6.8,5,7,Kartu Kredit
NST-2603-19490,Reguler,WH-KNO04,11.47,5,4,E-Wallet
NST-2603-19491,Kargo,WH-KNO04,23.26,6,10,Transfer Bank
NST-2603-19492,Sameday,WH-KNO04,2.29,1,1,Transfer Bank
NST-2603-19493,Express,WH-KNO04,,2,4,Transfer Bank
NST-2603-19494,Reguler,WH-SUB03,5.59,5,4,Kartu Kredit
NST-2603-19495,Reguler,WH-KNO04,13.78,4,3,Kartu Kredit
NST-2603-19496,Reguler,WH-UPG05,4.09,4,5,Kartu Kredit
NST-2603-19497,Kargo,WH-SUB03,79.71,7,12,Kartu Kredit
NST-2603-19498,Kargo,WH-SUB03,63.24,6,9,
NST-2603-19499,Reguler,WH-SUB03,14.46,5,4,Kartu Kredit
NST-2603-19500,Express,WH-BDO02,4.85,2,4,E-Wallet
NST-2603-19501,Reguler,WH-SUB03,9.67,5,6,
NST-2603-19502,Reguler,WH-UPG05,12.19,5,4,Transfer Bank
NST-2603-19503,Express,WH-KNO04,3.51,1,2,Kartu Kredit
NST-2603-19504,Reguler,WH-BDO02,14.37,5,4,Kartu Kredit
NST-2603-19505,Reguler,WH-KNO04,6.69,4,6,COD
NST-2603-19506,Reguler,WH-JKT01,5.78,5,8,Transfer Bank
NST-2603-19507,Express,WH-BDO02,0.92,1,2,Transfer Bank
NST-2603-19508,Kargo,WH-UPG05,93.5,5,8,E-Wallet
NST-2603-19509,Sameday,WH-BDO02,2.61,1,2,COD
NST-2603-19510,Express,WH-SUB03,,2,3,E-Wallet
NST-2603-19511,Reguler,WH-BDO02,5.07,5,6,COD
NST-2603-19512,Reguler,WH-SUB03,4.29,4,5,COD
NST-2603-19513,Sameday,WH-KNO04,1.05,1,2,COD
NST-2603-19514,Reguler,WH-BDO02,7.07,4,6,Transfer Bank
NST-2603-19515,Express,WH-BDO02,3.2,2,4,E-Wallet
NST-2603-19516,Express,WH-UPG05,1.53,1,3,E-Wallet
NST-2603-19517,Express,WH-JKT01,1.55,2,2,Kartu Kredit
NST-2603-19518,Reguler,WH-BDO02,12.69,5,4,E-Wallet
NST-2603-19519,Reguler,WH-KNO04,6.34,3,3,Kartu Kredit
NST-2603-19520,Express,WH-SUB03,4.31,2,4,Kartu Kredit
NST-2603-19521,Kargo,WH-KNO04,,7,12,Transfer Bank
NST-2603-19522,Express,WH-UPG05,1.9,2,2,Kartu Kredit
NST-2603-19523,Reguler,WH-BDO02,8.23,3,6,COD
NST-2603-19524,Reguler,WH-JKT01,10.97,4,4,COD
NST-2603-19525,Express,WH-JKT01,2.18,1,3,Transfer Bank
NST-2603-19526,Express,WH-BDO02,,1,1,COD
NST-2603-19527,Express,WH-JKT01,3.33,2,2,COD
NST-2603-19528,Reguler,WH-KNO04,5.84,3,3,E-Wallet
NST-2603-19529,Kargo,WH-SUB03,95.7,5,5,Transfer Bank
NST-2603-19530,Reguler,WH-BDO02,7.79,3,3,COD
NST-2603-19531,Express,WH-SUB03,1.34,2,3,Transfer Bank
NST-2603-19532,Reguler,WH-JKT01,14.69,4,6,Transfer Bank
NST-2603-19533,Reguler,WH-UPG05,7.24,5,5,COD
NST-2603-19534,Kargo,WH-SUB03,38.13,7,8,COD
NST-2603-19535,Reguler,WH-UPG05,7.76,5,4,Kartu Kredit
NST-2603-19536,Reguler,WH-KNO04,,4,3,Transfer Bank
NST-2603-19537,Reguler,WH-UPG05,3.25,4,7,Transfer Bank
NST-2603-19538,Express,WH-SUB03,2.85,1,2,COD
NST-2603-19539,Reguler,WH-SUB03,14.85,4,7,Kartu Kredit
NST-2603-19540,Reguler,WH-BDO02,2.68,4,4,E-Wallet
NST-2603-19541,Kargo,WH-UPG05,80.1,7,12,COD
NST-2603-19542,Reguler,WH-KNO04,5.26,5,7,Kartu Kredit
NST-2603-19543,Reguler,WH-BDO02,5.3,5,7,Transfer Bank
NST-2603-19544,Reguler,WH-BDO02,13.11,4,3,Transfer Bank
NST-2603-19545,Sameday,WH-KNO04,2.03,1,1,COD
NST-2603-19546,Reguler,WH-BDO02,9.8,3,6,Kartu Kredit
NST-2603-19547,Express,WH-KNO04,2.69,1,3,
NST-2603-19548,Reguler,WH-JKT01,7.15,4,5,Transfer Bank
NST-2603-19549,Kargo,WH-BDO02,84.8,7,11,Kartu Kredit
NST-2603-19550,Express,WH-SUB03,1.06,1,2,Kartu Kredit
NST-2603-19551,Reguler,WH-JKT01,,3,4,Transfer Bank
NST-2603-19552,Reguler,WH-BDO02,2.21,4,3,Transfer Bank
NST-2603-19553,Kargo,WH-KNO04,45.3,5,9,E-Wallet
NST-2603-19554,Reguler,WH-JKT01,2.09,4,5,E-Wallet
NST-2603-19555,Kargo,WH-JKT01,43.15,7,8,Transfer Bank
NST-2603-19556,Reguler,WH-SUB03,8.19,4,4,
NST-2603-19557,Express,WH-BDO02,1.9,2,2,Transfer Bank
NST-2603-19558,Reguler,WH-BDO02,1.93,4,3,COD
NST-2603-19559,Express,WH-KNO04,3.52,2,2,Transfer Bank
NST-2603-19560,Reguler,WH-JKT01,4.53,3,5,Kartu Kredit
NST-2603-19561,Reguler,WH-SUB03,5.28,3,4,E-Wallet
NST-2603-19562,Reguler,WH-KNO04,7.89,3,3,Transfer Bank
NST-2603-19563,Reguler,WH-KNO04,1.28,4,4,E-Wallet
NST-2603-19564,Reguler,WH-SUB03,9.58,4,6,COD
NST-2603-19565,Reguler,WH-BDO02,14.17,4,6,Kartu Kredit
NST-2603-19566,Kargo,WH-SUB03,74.79,5,8,E-Wallet
NST-2603-19567,Reguler,WH-BDO02,5.91,4,3,COD
NST-2603-19568,Express,WH-UPG05,1.35,2,2,Kartu Kredit
NST-2603-19569,Reguler,WH-JKT01,,4,7,Kartu Kredit
NST-2603-19570,Reguler,WH-SUB03,2.24,5,8,E-Wallet
NST-2603-19571,Reguler,WH-KNO04,9.81,4,3,E-Wallet
NST-2603-19572,Sameday,WH-BDO02,0.54,1,1,E-Wallet
NST-2603-19573,Express,WH-JKT01,1.0,1,2,Kartu Kredit
NST-2603-19574,Reguler,WH-JKT01,9.99,4,6,Kartu Kredit
NST-2603-19575,Express,WH-SUB03,0.96,2,3,Kartu Kredit
NST-2603-19576,Reguler,WH-KNO04,2.38,5,6,E-Wallet
NST-2603-19577,Reguler,WH-SUB03,5.58,5,6,E-Wallet
NST-2603-19578,Reguler,WH-KNO04,7.81,3,6,
NST-2603-19579,Reguler,WH-UPG05,8.69,3,5,Transfer Bank
NST-2603-19580,Reguler,WH-SUB03,9.33,4,4,COD
NST-2603-19581,Express,WH-BDO02,0.85,2,4,Transfer Bank
NST-2603-19582,Reguler,WH-SUB03,8.49,5,4,COD
NST-2603-19583,Express,WH-SUB03,2.83,1,3,E-Wallet
NST-2603-19584,Reguler,WH-UPG05,12.59,3,5,Kartu Kredit
NST-2603-19585,Reguler,WH-UPG05,2.96,4,7,Transfer Bank
NST-2603-19586,Express,WH-SUB03,1.26,2,4,Kartu Kredit
NST-2603-19587,Express,WH-KNO04,4.48,1,3,Transfer Bank
NST-2603-19588,Kargo,WH-UPG05,22.52,7,11,Kartu Kredit
NST-2603-19589,Reguler,WH-UPG05,11.13,3,4,COD
NST-2603-19590,Express,WH-KNO04,1.63,2,3,Kartu Kredit
NST-2603-19591,Express,WH-JKT01,0.6,1,1,Transfer Bank
NST-2603-19592,Reguler,WH-UPG05,10.4,3,5,E-Wallet
NST-2603-19593,Reguler,WH-UPG05,10.98,4,5,Transfer Bank
NST-2603-19594,Reguler,WH-KNO04,9.61,3,6,Kartu Kredit
NST-2603-19595,Reguler,WH-KNO04,12.74,5,4,COD
NST-2603-19596,Reguler,WH-SUB03,3.95,4,4,Transfer Bank
NST-2603-19597,Sameday,WH-SUB03,0.94,1,1,COD
NST-2603-19598,Reguler,WH-JKT01,4.35,5,7,E-Wallet
NST-2603-19599,Express,WH-JKT01,1.33,1,2,COD
NST-2603-19600,Express,WH-JKT01,1.5,1,2,COD
NST-2603-19601,Reguler,WH-BDO02,13.0,4,7,Transfer Bank
NST-2603-19602,Reguler,WH-KNO04,12.64,3,4,COD
NST-2603-19603,Reguler,WH-UPG05,13.47,3,5,COD
NST-2603-19604,Express,WH-KNO04,0.72,2,4,COD
NST-2603-19605,Sameday,WH-KNO04,1.08,1,2,Kartu Kredit
NST-2603-19606,Reguler,WH-JKT01,12.81,3,4,
NST-2603-19607,Kargo,WH-KNO04,80.61,5,8,COD
NST-2603-19608,Reguler,WH-BDO02,,5,6,COD
NST-2603-19609,Express,WH-UPG05,4.84,1,1,Transfer Bank
NST-2603-19610,Reguler,WH-JKT01,14.46,4,4,Transfer Bank
NST-2603-19611,Reguler,WH-SUB03,13.44,5,7,
NST-2603-19612,Reguler,WH-UPG05,2.35,4,5,COD
NST-2603-19613,Reguler,WH-SUB03,12.33,5,6,Kartu Kredit
NST-2603-19614,Reguler,WH-SUB03,5.14,5,7,COD
NST-2603-19615,Express,WH-KNO04,3.35,2,2,E-Wallet
NST-2603-19616,Reguler,WH-UPG05,9.54,3,2,COD
NST-2603-19617,Express,WH-BDO02,2.6,2,2,Transfer Bank
NST-2603-19618,Reguler,WH-KNO04,2.26,3,4,Transfer Bank
NST-2603-19619,Express,WH-SUB03,4.63,1,1,COD
NST-2603-19620,Express,WH-UPG05,0.91,2,3,Transfer Bank
NST-2603-19621,Express,WH-KNO04,3.27,1,3,Kartu Kredit
NST-2603-19622,Reguler,WH-UPG05,7.08,3,3,Transfer Bank
NST-2603-19623,Reguler,WH-JKT01,11.04,4,5,E-Wallet
NST-2603-19624,Express,WH-BDO02,2.12,1,3,COD
NST-2603-19625,Reguler,WH-BDO02,6.99,4,4,Transfer Bank
NST-2603-19626,Reguler,WH-BDO02,2.78,3,5,Transfer Bank
NST-2603-19627,Reguler,WH-SUB03,10.22,5,8,COD
NST-2603-19628,Express,WH-SUB03,2.84,1,1,Transfer Bank
NST-2603-19629,Express,WH-BDO02,,1,2,E-Wallet
NST-2603-19630,Express,WH-UPG05,3.41,1,3,COD
NST-2603-19631,Reguler,WH-JKT01,5.21,4,7,Transfer Bank
NST-2603-19632,Reguler,WH-SUB03,3.34,5,8,Kartu Kredit
NST-2603-19633,Kargo,WH-KNO04,71.28,6,6,Kartu Kredit
NST-2603-19634,Reguler,WH-KNO04,5.51,4,6,COD
NST-2603-19635,Reguler,WH-SUB03,9.72,5,6,Transfer Bank
NST-2603-19636,Reguler,WH-BDO02,6.57,4,5,Kartu Kredit
NST-2603-19637,Reguler,WH-UPG05,3.27,4,3,E-Wallet
NST-2603-19638,Reguler,WH-JKT01,10.4,5,8,Transfer Bank
NST-2603-19639,Reguler,WH-KNO04,8.5,4,4,E-Wallet
NST-2603-19640,Reguler,WH-SUB03,6.71,4,6,Kartu Kredit
NST-2603-19641,Reguler,WH-UPG05,1.82,4,6,COD
NST-2603-19642,Kargo,WH-BDO02,20.26,5,10,E-Wallet
NST-2603-19643,Reguler,WH-JKT01,9.78,3,3,Kartu Kredit
NST-2603-19644,Reguler,WH-JKT01,10.02,3,3,COD
NST-2603-19645,Express,WH-KNO04,4.04,2,3,Transfer Bank
NST-2603-19646,Sameday,WH-KNO04,0.95,1,2,Kartu Kredit
NST-2603-19647,Reguler,WH-SUB03,11.32,4,5,Kartu Kredit
NST-2603-19648,Express,WH-JKT01,1.8,1,2,Transfer Bank
NST-2603-19649,Reguler,WH-BDO02,5.04,4,6,Transfer Bank
NST-2603-19650,Reguler,WH-BDO02,10.97,5,8,Transfer Bank
NST-2603-19651,Reguler,WH-SUB03,6.95,3,6,COD
NST-2603-19652,Reguler,WH-JKT01,8.87,5,5,COD
NST-2603-19653,Express,WH-KNO04,1.18,1,2,Transfer Bank
NST-2603-19654,Reguler,WH-BDO02,1.5,4,4,COD
NST-2603-19655,Reguler,WH-UPG05,10.65,3,4,Kartu Kredit
NST-2603-19656,Express,WH-SUB03,4.84,2,2,COD
NST-2603-19657,Reguler,WH-BDO02,7.86,4,3,Kartu Kredit
NST-2603-19658,Kargo,WH-UPG05,83.18,7,9,Kartu Kredit
NST-2603-19659,Kargo,WH-UPG05,95.23,6,6,COD
NST-2603-19660,Reguler,WH-BDO02,11.13,4,7,Transfer Bank
NST-2603-19661,Sameday,WH-SUB03,2.93,1,1,E-Wallet
NST-2603-19662,Reguler,WH-UPG05,2.43,4,6,E-Wallet
NST-2603-19663,Reguler,WH-UPG05,11.91,4,6,COD
NST-2603-19664,Reguler,WH-JKT01,1.24,4,3,Kartu Kredit
NST-2603-19665,Express,WH-JKT01,4.6,1,3,E-Wallet
NST-2603-19666,Express,WH-JKT01,4.19,1,1,Kartu Kredit
NST-2603-19667,Reguler,WH-UPG05,13.46,3,3,Kartu Kredit
NST-2603-19668,Reguler,WH-UPG05,3.94,5,5,Kartu Kredit
NST-2603-19669,Reguler,WH-SUB03,2.49,4,5,Kartu Kredit
NST-2603-19670,Kargo,WH-KNO04,67.7,5,8,E-Wallet
NST-2603-19671,Kargo,WH-JKT01,35.28,5,6,COD
NST-2603-19672,Express,WH-KNO04,0.94,2,3,COD
NST-2603-19673,Express,WH-JKT01,,1,1,Kartu Kredit
NST-2603-19674,Reguler,WH-JKT01,6.77,3,3,Kartu Kredit
NST-2603-19675,Reguler,WH-SUB03,2.59,5,5,COD
NST-2603-19676,Reguler,WH-SUB03,3.84,4,5,Transfer Bank
NST-2603-19677,Express,WH-BDO02,2.01,2,2,Kartu Kredit
NST-2603-19678,Reguler,WH-JKT01,5.51,3,4,E-Wallet
NST-2603-19679,Reguler,WH-JKT01,7.84,5,7,E-Wallet
NST-2603-19680,Sameday,WH-JKT01,1.73,1,2,Kartu Kredit
NST-2603-19681,Express,WH-SUB03,3.56,1,1,Kartu Kredit
NST-2603-19682,Reguler,WH-JKT01,11.66,5,6,COD
NST-2603-19683,Express,WH-BDO02,1.3,1,1,Transfer Bank
NST-2603-19684,Kargo,WH-UPG05,34.9,7,9,COD
NST-2603-19685,Reguler,WH-BDO02,3.66,3,5,Transfer Bank
NST-2603-19686,Reguler,WH-UPG05,6.8,4,5,E-Wallet
NST-2603-19687,Reguler,WH-SUB03,,5,4,COD
NST-2603-19688,Reguler,WH-KNO04,12.51,5,7,COD
NST-2603-19689,Express,WH-SUB03,0.66,1,1,Kartu Kredit
NST-2603-19690,Reguler,WH-KNO04,2.16,4,6,Kartu Kredit
NST-2603-19691,Reguler,WH-UPG05,3.46,4,4,E-Wallet
NST-2603-19692,Reguler,WH-KNO04,2.4,5,8,Transfer Bank
NST-2603-19693,Reguler,WH-UPG05,5.74,4,5,Transfer Bank
NST-2603-19694,Reguler,WH-KNO04,11.21,4,7,E-Wallet
NST-2603-19695,Express,WH-UPG05,4.0,2,4,Transfer Bank
NST-2603-19696,Reguler,WH-KNO04,1.09,5,7,Kartu Kredit
